employee_id_hash,name,company_id,tenure_years,gender,marital_status,is_permanent,performance_score,performance_rating,has_promotion,behavior_avg,psychological_score,drive_score,mental_strength_score,adaptability_score,collaboration_score,has_quick_assessment,holistic_score,score_alignment,leadership_potential
bcc73d5780624bbb7d4d180dddf6cdc6,Zaki Prabowo,82,13,O,married,t,37.99864773495605,Average,0,88.0,82.075,79.7,78.7,79.9,90.0,1,83.13678571428572,0.6632026756505265,81.56
3c9df76b3633b700e303fe0a361a09cf,Yudi Permana,81,2,O,single,t,41.846968672526486,Good,1,99.16666666666669,22.25,6.0,6.0,7.0,70.0,1,71.79166666666667,0.4941199911705015,19.05
53a2fbce70a4d07d11586b38cffe31d1,Citra Santoso,78,4,O,married,t,27.27349560513861,Average,1,98.75,85.125,84.0,82.5,84.0,90.0,1,78.21249999999999,0.6425344001269596,84.825
82840c035d2d2308feeeca94e21edfc8,Nita Irawan,66,4,O,single,t,31.56498673740053,Average,1,79.64285714285715,76.45,74.6,74.5,76.7,80.0,1,73.50478021978023,0.7101524376652055,76.17999999999999
4ff87be2b6554a85a2fbaafd81524d1c,Gilang Simbolon,69,4,O,single,t,46.95064232589588,Excellent,1,96.66666666666669,70.95,69.3,67.8,66.7,80.0,1,89.965,0.563724178308501,70.41499999999999
d219ed7bee0050949a397a6e2bb55a46,Lestari Lubis,78,4,O,married,t,39.362181654270906,Average,1,93.75,85.175,84.3,83.7,82.7,90.0,1,86.94416666666667,0.6449097695524991,84.89
4a42b9c5aee9c583145dff6097ee461d,Cahya Irawan,82,4,O,married,t,38.03245436105477,Good,1,96.875,78.15,75.6,77.7,79.3,80.0,1,84.65035714285715,0.6247616656218029,77.92999999999999
3d88b6beed4f8cd661498e09d1b9e11a,Yoga Tampubolon,75,3,O,married,t,44.10228041059685,Excellent,1,93.4375,84.625,81.8,84.5,82.2,90.0,1,90.69147727272728,0.6188427991138283,84.215
d90417bdae44a18ef09dd3ad391bc2cc,Ulfa Sanjaya,81,12,O,married,t,28.134625497708655,Average,0,100.0,78.375,77.7,78.1,77.7,80.0,1,77.29027777777777,0.6268095011855878,78.25999999999999
48f80eaf19c6a6d765db0573ff49c88e,Cahya Ramadhan,81,4,O,married,t,40.87528428299219,Average,0,85.0,75.85,75.8,74.0,73.6,80.0,1,82.80045454545454,0.6449690813914315,75.63999999999999
528b602b5a4e80735762f56758fca820,Nita Setiawan,66,4,O,married,t,29.55928452885857,Excellent,0,85.75,82.9,77.7,82.3,81.6,90.0,1,75.57681818181818,0.7013274024052004,82.285
4dba7ba5b1311f663c17f2adcb729911,Intan Irawan,64,3,O,single,t,22.52873563218391,Good,1,88.75,86.225,85.6,80.6,88.7,90.0,1,71.5325,0.688466580028307,86.005
3e9afafe748f92aa45bc49867b640c89,Gilang Utomo,63,7,O,widow,t,27.721433400946587,Need Improvement,0,90.0,86.60000000000001,84.7,86.4,85.3,90.0,1,76.40857142857143,0.6884958479655626,86.33500000000001
21ade038b884c06bedfb71046e1e9315,Bella Iskandar,81,2,O,single,t,41.846968672526486,Good,1,99.16666666666669,22.25,6.0,6.0,7.0,70.0,1,71.79166666666667,0.4941199911705015,19.05
24cc596eb9b6841581bed9d7bbf45dfc,Eko Budiman,81,2,O,single,t,41.846968672526486,Good,1,99.16666666666669,22.25,6.0,6.0,7.0,70.0,1,71.79166666666667,0.4941199911705015,19.05
a751bf5ef34c7292d45e583fe98c18cf,Vino Purnomo,101,11,O,married,t,44.63514848910386,Average,0,100.0,81.9,76.8,80.9,79.9,90.0,1,92.29307692307692,0.5889762773903614,81.24000000000001
31b38475dfe3f903a248ebe2c2ff74c6,Joko Adiputra,82,3,O,single,t,42.94056180465917,Good,1,93.75,83.8,82.5,80.6,82.1,90.0,1,89.55590909090908,0.620733899757191,83.425
4bddc9d0929e58f00136676a5fc59c7c,Bella Hakim,82,4,O,married,t,46.33536173089926,Good,1,90.83333333333334,78.375,77.7,78.1,77.7,80.0,1,89.92250000000001,0.6005916151726776,78.25999999999999
1a6dc21b26b837d182a980086bcfe827,Intan Nugroho,69,4,O,single,t,46.95064232589588,Excellent,1,96.66666666666669,70.95,69.3,67.8,66.7,80.0,1,89.965,0.563724178308501,70.41499999999999
db4ef9cc6c2d20e50c8bbda14854c4b9,Tono Kurniawan,69,4,O,single,t,46.95064232589588,Excellent,1,96.66666666666669,70.95,69.3,67.8,66.7,80.0,1,89.965,0.563724178308501,70.41499999999999
def4f08e4ad645dde77800b2f9098a14,Putra Siregar,82,4,O,married,t,100.0,Excellent,1,100.0,85.175,81.3,81.7,87.7,90.0,1,140.06678571428571,0.0722363372714792,84.74
e710b6e7544bc3b3c6ee0631e56bca6d,Siska Hartono,76,3,O,single,t,60.28566599053414,Excellent,1,86.75,77.6,79.3,74.4,76.7,80.0,1,100.255,0.4842398611434446,77.565
c122ac52330da0396ef9146cbe6a9be4,Candra Pratama,101,6,O,married,t,39.62136578769439,Good,1,90.0,85.225,85.6,80.6,84.7,90.0,1,86.05321428571429,0.6543779687539938,85.005
3867f0d134e4c93a3953185d8fa44e41,Cahya Hidayat,78,4,O,married,t,39.362181654270906,Average,1,93.75,85.175,84.3,83.7,82.7,90.0,1,86.94416666666667,0.6449097695524991,84.89
cea28e1915ee30660c643561d5afece0,Joko Simbolon,63,0,O,single,t,88.66351138156415,Good,0,87.5,22.5,6.0,7.0,7.0,70.0,1,107.93333333333337,0.0954043516371321,19.3
13ebded50b21ce2fd21cff3f6b34e9e7,Pramono Wijaya,101,15,O,married,t,40.190443993689435,Good,0,97.5,85.625,84.0,84.5,84.0,90.0,1,88.90416666666667,0.6284972490256882,85.325
badedd47566c48b4a8c05d7699cb199b,Yudi Yulianto,63,0,O,single,t,88.66351138156415,Good,0,87.5,22.5,6.0,7.0,7.0,70.0,1,107.93333333333337,0.0954043516371321,19.3
53f4e3042d766dffdfc92d8d0768622f,Tono Yulianto,69,6,O,single,t,39.1255352715799,Good,1,82.5,84.625,81.8,84.5,82.2,90.0,1,83.20416666666667,0.6807723259641008,84.215
a0942b4e446b966087caa6e0de103cf8,Ika Sinaga,66,4,O,single,t,38.599654421155435,Good,1,98.33333333333331,75.85,79.3,77.7,76.4,70.0,1,84.87722222222222,0.6173696448488077,76.315
7ee88e0dcd245aec3af5ff1362f53d0a,Aditya Sinaga,66,4,O,single,t,38.599654421155435,Good,1,98.33333333333331,75.85,79.3,77.7,76.4,70.0,1,84.87722222222222,0.6173696448488077,76.315
25efb74f19397610f9b422d3ffa64bbc,Elsa Budiman,76,3,O,single,t,60.28566599053414,Excellent,1,86.75,77.6,79.3,74.4,76.7,80.0,1,100.255,0.4842398611434446,77.565
273a880e946941539aa30a463363e341,Andi Darmawan,69,4,O,married,f,36.79851250845166,Average,1,75.0,75.85,79.3,77.7,76.4,70.0,1,76.355,0.7047018299087188,76.315
f6edc315d521407f6563f37dda849410,Johan Suryanto,82,3,O,single,t,43.8058748403576,Excellent,1,100.0,83.85,85.6,83.9,85.9,80.0,1,92.17722222222224,0.602320211738427,84.13
78943e3d49d139e63671ee40a46a6393,Pramono Firmansyah,78,4,O,married,t,27.27349560513861,Average,1,98.75,85.125,84.0,82.5,84.0,90.0,1,78.21249999999999,0.6425344001269596,84.825
c29e5435730b2888188316270e0d8c06,Gina Firmansyah,66,4,O,single,t,31.56498673740053,Average,1,79.64285714285715,76.45,74.6,74.5,76.7,80.0,1,73.50478021978023,0.7101524376652055,76.17999999999999
73ed83d1dad641293e338b299b81160d,Qonita Wibowo,101,3,O,single,t,43.54293441514537,Good,0,97.5,75.85,79.3,77.7,76.4,70.0,1,88.805,0.5979923185734806,76.315
71612f51f8f334b24334dea0c414160d,Umar Lubis,82,6,O,married,t,43.15569487983282,Good,1,86.0,85.225,85.6,80.6,84.7,90.0,1,87.84022727272728,0.6448536463287031,85.005
b8a0f81ed30d6878bd3fe84495fd2926,Bella Budiman,82,1,O,married,t,44.4895199459094,Good,0,95.83333333333331,22.5,6.0,7.0,7.0,70.0,1,73.1,0.4913680294343645,19.3
3b23dacf4d11e308080d5bf52ab8b2e1,Cahya Saputra,81,12,O,married,t,28.134625497708655,Average,0,100.0,78.375,77.7,78.1,77.7,80.0,1,77.29027777777777,0.6268095011855878,78.25999999999999
659fb3598220437de6c08d654706cc0b,Ulfa Sinaga,72,0,O,single,t,40.70317782285328,Good,0,93.75,25.25,7.0,7.0,7.0,80.0,1,70.1,0.5209135332817336,21.6
dcd9dcb4c079f8001d2c37badb8a534e,Kartika Kusuma,75,3,O,single,t,45.30702563156924,Excellent,1,93.25,85.075,81.8,84.5,84.0,90.0,1,91.78840909090908,0.6131868989134723,84.66499999999999
f4fdee797f6ecf0dfd7487a790314778,Sari Darmawan,66,4,O,single,t,31.56498673740053,Average,1,79.64285714285715,76.45,74.6,74.5,76.7,80.0,1,73.50478021978023,0.7101524376652055,76.17999999999999
8251071656292eea2617022afa909731,Ika Mahendra,75,3,O,single,t,45.30702563156924,Excellent,1,93.25,85.075,81.8,84.5,84.0,90.0,1,91.78840909090908,0.6131868989134723,84.66499999999999
1b70104968ea27e702695f79beccc3ee,Vera Sanjaya,66,3,O,widow,t,28.215530243927812,Good,1,94.58333333333331,82.275,79.3,77.7,82.1,90.0,1,76.90365384615384,0.6566885236119455,81.74000000000001
d262b572615ce259a46591bc99f06414,Andi Siregar,78,4,O,married,t,27.27349560513861,Average,1,98.75,85.125,84.0,82.5,84.0,90.0,1,78.21249999999999,0.6425344001269596,84.825
8245f690962cf648f108aac3a289e56a,Ika Rachman,78,4,O,married,t,39.362181654270906,Average,1,93.75,85.175,84.3,83.7,82.7,90.0,1,86.94416666666667,0.6449097695524991,84.89
f386eb81367ec68efa54964940608507,Olivia Wibowo,72,0,O,single,t,40.70317782285328,Good,0,93.75,25.25,7.0,7.0,7.0,80.0,1,70.1,0.5209135332817336,21.6
3127be1a8780ca86bab7d65442c1f16c,Oki Rachman,82,4,O,married,t,47.37230315323622,Excellent,1,95.0,75.85,75.8,74.0,73.6,80.0,1,91.29136363636364,0.5757754635805756,75.63999999999999
432bafc4fe00af2d79bd6e0603a6e5f3,Nanda Prasetyo,82,13,O,married,t,37.99864773495605,Average,0,88.0,82.075,79.7,78.7,79.9,90.0,1,83.13678571428572,0.6632026756505265,81.56
9d70bf97d4d440ae990351dad94e1f24,Yudi Irawan,78,4,O,married,t,39.362181654270906,Average,1,93.75,85.175,84.3,83.7,82.7,90.0,1,86.94416666666667,0.6449097695524991,84.89
87b2bf11c015d7c1b03624cc5c361eab,Qonita Adiputra,82,13,O,married,t,30.56118999323867,Good,0,91.5,83.0,79.9,78.1,84.0,90.0,1,78.17857142857142,0.6734120426630048,82.495
67baa7c7403958eff6c5321cbf15a6b7,Wulan Setiawan,101,5,O,married,t,46.018619649451296,Good,1,97.08333333333331,77.375,73.0,77.2,79.3,80.0,1,91.2298076923077,0.5826787312493735,77.025
76a96d157a80ad251cef3cc0a04e6e14,Dian Sinaga,69,4,O,single,t,46.95064232589588,Excellent,1,96.66666666666669,70.95,69.3,67.8,66.7,80.0,1,89.965,0.563724178308501,70.41499999999999
c406b3f3822f7de73b0933d32828103d,Gina Sasmita,82,1,O,married,t,45.199459093982426,Good,0,95.0,22.25,7.0,6.0,6.0,70.0,1,73.375,0.4885577763342684,19.1
48628556390f6f184e7fe3b5cb309f9f,Taufik Ramadhan,76,2,O,single,t,45.81473968897904,Excellent,0,98.18181818181816,79.825,77.6,82.4,79.3,80.0,1,92.12204545454544,0.5858903654485028,79.705
f57e55f5d62218f8fea88609a6b57401,Karina Purnomo,82,8,O,married,t,27.53703362222632,Good,0,90.0,80.175,84.7,76.8,79.2,80.0,1,74.32522727272728,0.6794554377868787,80.41
06b08f327e825c1f40fdc7a524db6770,Umi Harahap,69,4,O,single,t,46.95064232589588,Excellent,1,96.66666666666669,70.95,69.3,67.8,66.7,80.0,1,89.965,0.563724178308501,70.41499999999999
f4bd98206b94214df0f4557845cd8d87,Faisal Hidayat,101,6,O,married,t,39.62136578769439,Good,1,90.0,85.225,85.6,80.6,84.7,90.0,1,86.05321428571429,0.6543779687539938,85.005
6402da161610e7dd52314440372e88c3,Rudi Nugraha,70,8,O,single,t,49.96619337390128,Excellent,0,97.5,77.375,73.0,77.2,79.3,80.0,1,94.69107142857143,0.5555630496840722,77.025
25dba351e9ccbc4fe30b01f82df14f61,Joko Firmansyah,101,11,O,married,t,44.63514848910386,Average,0,100.0,81.9,76.8,80.9,79.9,90.0,1,92.29307692307692,0.5889762773903614,81.24000000000001
705a6cb66400758777632aa14bc38992,Made Harahap,69,4,O,single,t,46.95064232589588,Excellent,1,96.66666666666669,70.95,69.3,67.8,66.7,80.0,1,89.965,0.563724178308501,70.41499999999999
d7983b1ce09f4192262d42ec4865e8e7,Citra Sugiarto,81,2,O,single,t,41.846968672526486,Good,1,99.16666666666669,22.25,6.0,6.0,7.0,70.0,1,71.79166666666667,0.4941199911705015,19.05
f301d10a568ac718a29f76164b1bea11,Wawan Suharto,82,4,O,married,t,38.03245436105477,Good,1,96.875,78.15,75.6,77.7,79.3,80.0,1,84.65035714285715,0.6247616656218029,77.92999999999999
14d4c2ed50274cf7ba0e85518ad1b65c,Maya Yulianto,82,3,O,single,t,42.94056180465917,Good,1,93.75,83.8,82.5,80.6,82.1,90.0,1,89.55590909090908,0.620733899757191,83.425
de8c96d278a3ef43a8938cd501bde53f,Jaya Wibowo,65,1,O,married,t,23.2702276312824,Good,0,92.0,77.5,76.5,80.0,83.5,70.0,1,70.51666666666667,0.6636704107685549,77.825
58df97ed8bf7dd42d99aa55584e84cdf,Hadi Adiputra,81,4,O,married,t,40.87528428299219,Average,0,85.0,75.85,75.8,74.0,73.6,80.0,1,82.80045454545454,0.6449690813914315,75.63999999999999
9161eb094d147040ca8704a3895adecd,Zainal Adiputra,70,3,O,single,t,43.95706558485463,Excellent,1,100.0,84.625,82.5,83.9,82.1,90.0,1,92.5375,0.5972830266202477,84.25
3c93e79063737c6a75ab3fe5b22c9fcc,Sinta Kurniawan,69,6,O,single,t,39.1255352715799,Good,1,82.5,84.625,81.8,84.5,82.2,90.0,1,83.20416666666667,0.6807723259641008,84.215
6e1ce547ac42ab7796d11797db69d0e7,Johan Purnomo,66,3,O,widow,t,28.215530243927812,Good,1,94.58333333333331,82.275,79.3,77.7,82.1,90.0,1,76.90365384615384,0.6566885236119455,81.74000000000001
db96f99049d536f833c050f182040958,Omar Lubis,82,4,O,married,t,46.33536173089926,Good,1,90.83333333333334,78.375,77.7,78.1,77.7,80.0,1,89.92250000000001,0.6005916151726776,78.25999999999999
5de82d627bdb1e9e51a2b0fdb4f0ee23,Jaya Budiman,70,3,O,single,t,43.95706558485463,Excellent,1,100.0,84.625,82.5,83.9,82.1,90.0,1,92.5375,0.5972830266202477,84.25
ee8f2a176122610fc1aa5e1df80ed019,Aditya Tampubolon,66,4,O,single,t,38.599654421155435,Good,1,98.33333333333331,75.85,79.3,77.7,76.4,70.0,1,84.87722222222222,0.6173696448488077,76.315
794703447e77ea23adb805bbd900af00,Jaya Budiman,69,4,O,married,f,36.79851250845166,Average,1,75.0,75.85,79.3,77.7,76.4,70.0,1,76.355,0.7047018299087188,76.315
afae55da8835203981d6f1a93b868c96,Lukman Sugiarto,82,6,O,married,t,43.15569487983282,Good,1,86.0,85.225,85.6,80.6,84.7,90.0,1,87.84022727272728,0.6448536463287031,85.005
becc6a36510eab570fccdda2cc4f5f49,Taufik Suharto,78,3,O,married,t,27.38336713995943,Excellent,1,99.375,73.25,73.0,77.0,73.0,70.0,1,74.93035714285713,0.6212703189033932,73.4
3a2557b683844420b94f66ecd3b4acd8,Vina Setiawan,81,15,O,married,t,40.584854631507774,Good,0,99.5,79.4,76.4,85.7,75.5,80.0,1,87.97,0.608581769099239,79.22
435b66ff5008f2a6336b283150747245,Ulfa Sasmita,77,14,O,married,t,43.424611223799864,Good,1,90.0,79.57499999999999,80.1,79.8,78.4,80.0,1,87.57249999999999,0.6250051265782522,79.58
e40f6fe8ae7e96c36a93ab482b703820,Vina Irawan,101,6,O,married,f,39.17407811931139,Good,1,87.08333333333333,83.975,84.0,80.3,81.6,90.0,1,84.4251923076923,0.664819537638627,83.675
62885f5fa0b2b2bbbdc628d02e432993,Elsa Nasution,69,4,O,married,f,36.79851250845166,Average,1,75.0,75.85,79.3,77.7,76.4,70.0,1,76.355,0.7047018299087188,76.315
0018d996921e861cf92230193d1a4f70,Zahra Nugraha,101,5,O,married,t,42.77838456337443,Good,1,90.83333333333331,87.15,88.0,86.6,84.0,90.0,1,89.54884615384616,0.6416953200912217,87.05
be4dc249271bdda856822a00d47ce4fd,Aditya Budiman,77,14,O,married,t,43.424611223799864,Good,1,90.0,79.57499999999999,80.1,79.8,78.4,80.0,1,87.57249999999999,0.6250051265782522,79.58
ec21164e465fd140afddb639405377cd,Sinta Hakim,78,4,O,married,t,39.362181654270906,Average,1,93.75,85.175,84.3,83.7,82.7,90.0,1,86.94416666666667,0.6449097695524991,84.89
3d72f936fc6b783669cd62fa555cdc98,Tono Pratama,75,3,O,single,t,45.30702563156924,Excellent,1,93.25,85.075,81.8,84.5,84.0,90.0,1,91.78840909090908,0.6131868989134723,84.66499999999999
18c614e4508155f55e47d381067a5601,Umi Situmorang,82,3,O,single,t,44.5946961159943,Excellent,1,95.71428571428572,78.225,75.6,80.6,76.7,80.0,1,89.87067460317462,0.5973642395901668,78.005
7cb883161b2dc6ccf16664df3f2a9645,Wawan Irawan,66,4,O,single,t,31.56498673740053,Average,1,79.64285714285715,76.45,74.6,74.5,76.7,80.0,1,73.50478021978023,0.7101524376652055,76.17999999999999
59a1225251427e9684b0903d9dfea1ae,Nanda Darmawan,65,3,O,married,t,41.73581658368677,Excellent,1,92.5,87.125,85.0,85.7,87.8,90.0,1,89.16022727272727,0.6401479764926783,86.875
c1e23ddbe48e4a78a07b9ec917355ee6,Rina Situmorang,82,4,O,married,t,47.37230315323622,Excellent,1,95.0,75.85,75.8,74.0,73.6,80.0,1,91.29136363636364,0.5757754635805756,75.63999999999999
146f45987b4ad35b5edfea1bb7360637,Kiki Gunawan,69,4,O,single,t,46.95064232589588,Excellent,1,96.66666666666669,70.95,69.3,67.8,66.7,80.0,1,89.965,0.563724178308501,70.41499999999999
44dbf9dc8079012c60de4bee9765295d,Dimas Budiman,78,4,O,married,t,39.362181654270906,Average,1,93.75,85.175,84.3,83.7,82.7,90.0,1,86.94416666666667,0.6449097695524991,84.89
cbfe47f9876a3b83d6e1806ff070f1df,Zaki Nasution,82,1,O,married,t,41.88640973630832,Good,0,91.25,23.0,8.0,7.0,7.0,70.0,1,69.675,0.5237280674827629,19.9
1323cddc225ed12b5852ce87078c30af,Mega Nugraha,82,3,O,married,t,42.05024184740208,Good,1,90.625,86.1,84.0,86.4,84.0,90.0,1,88.55596153846153,0.6436509162708874,85.8
0b816dbd1061b12c1c987bde27c49060,Zaki Gunawan,78,4,O,married,t,39.362181654270906,Average,1,93.75,85.175,84.3,83.7,82.7,90.0,1,86.94416666666667,0.6449097695524991,84.89
4f146c0ea30fba3703c19915bd87b7c7,Taufik Adiputra,81,2,O,single,t,41.846968672526486,Good,1,99.16666666666669,22.25,6.0,6.0,7.0,70.0,1,71.79166666666667,0.4941199911705015,19.05
e536d0a12c7bb78e33d910c1206eaf43,Umar Tampubolon,69,4,O,single,t,46.95064232589588,Excellent,1,96.66666666666669,70.95,69.3,67.8,66.7,80.0,1,89.965,0.563724178308501,70.41499999999999
160a4ea705d87f8bb7be07fed07d9bff,Wati Harahap,82,13,O,married,t,30.56118999323867,Good,0,91.5,83.0,79.9,78.1,84.0,90.0,1,78.17857142857142,0.6734120426630048,82.495
758c94553897a431ada4950a4ca2d3fc,Zainal Hartono,66,4,O,single,t,31.56498673740053,Average,1,79.64285714285715,76.45,74.6,74.5,76.7,80.0,1,73.50478021978023,0.7101524376652055,76.17999999999999
91dc9150921e8202f19d8cb8ca7f44cb,Eko Susanto,101,5,O,widow,t,40.63556457065585,Good,1,90.0,77.375,73.0,77.2,79.3,80.0,1,84.55535714285715,0.635371178736625,77.025
5c55a2c5cdceb6bbd4082176f77d78e5,Dian Firmansyah,66,4,O,single,t,31.56498673740053,Average,1,79.64285714285715,76.45,74.6,74.5,76.7,80.0,1,73.50478021978023,0.7101524376652055,76.17999999999999
49e2aefb9b99f0280244211183c5cc72,Cahya Wahyudi,69,4,O,single,t,46.95064232589588,Excellent,1,96.66666666666669,70.95,69.3,67.8,66.7,80.0,1,89.965,0.563724178308501,70.41499999999999
6fa081e81b76aa235f715f85d352e77d,Putra Sinaga,69,6,O,single,t,39.1255352715799,Good,1,82.5,84.625,81.8,84.5,82.2,90.0,1,83.20416666666667,0.6807723259641008,84.215
51681a8627afe9a03ffcf6dc3ec7d435,Candra Budiman,82,3,O,single,t,43.8058748403576,Excellent,1,100.0,83.85,85.6,83.9,85.9,80.0,1,92.17722222222224,0.602320211738427,84.13
46e1a8d58f98bce94c73ba9a1c55cbc6,Fajar Prabowo,101,5,O,married,t,46.018619649451296,Good,1,97.08333333333331,77.375,73.0,77.2,79.3,80.0,1,91.2298076923077,0.5826787312493735,77.025
62da1e75ce3554de4c074fd34236ce46,Joko Maulana,82,4,O,married,t,100.0,Excellent,1,100.0,85.175,81.3,81.7,87.7,90.0,1,140.06678571428571,0.0722363372714792,84.74
a9f3bc9e2b4e36e45b31fb9ee0a64b9f,Gilang Sugiarto,78,4,O,married,t,39.362181654270906,Average,1,93.75,85.175,84.3,83.7,82.7,90.0,1,86.94416666666667,0.6449097695524991,84.89
2eb068a40abdb2e1efda32479ea7edff,Wawan Sugiarto,69,6,O,single,t,39.1255352715799,Good,1,82.5,84.625,81.8,84.5,82.2,90.0,1,83.20416666666667,0.6807723259641008,84.215
ef17daf65554e0712a90c7c7a86be987,Gita Sugiarto,66,3,O,widow,t,28.215530243927812,Good,1,94.58333333333331,82.275,79.3,77.7,82.1,90.0,1,76.90365384615384,0.6566885236119455,81.74000000000001
1a9be1d8b910e24b093fd9fd82013d35,Made Nugraha,66,3,O,widow,t,28.215530243927812,Good,1,94.58333333333331,82.275,79.3,77.7,82.1,90.0,1,76.90365384615384,0.6566885236119455,81.74000000000001
5851f81a6b7b9f64703d562f0d567b40,Qori Irawan,69,6,O,single,t,39.1255352715799,Good,1,82.5,84.625,81.8,84.5,82.2,90.0,1,83.20416666666667,0.6807723259641008,84.215
9c1a51f66518a6660ddfc629b268b442,Jaya Wibowo,66,4,O,single,t,31.56498673740053,Average,1,79.64285714285715,76.45,74.6,74.5,76.7,80.0,1,73.50478021978023,0.7101524376652055,76.17999999999999
